Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ
08:44:12.587 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.820000,0.980000,4.310000,0.000000,3788478.000000,1,0,0.000000,-0.000248,0,0.000000,0.000000,0.000000,2.694168,0.961990,0.000000,0.001000,0.000000,0.000000
08:44:12.692 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,0.970000,4.220000,0.000000,104.000000,1,0,0.000000,-0.000248,0,-0.003113,-0.029770,0.000000,2.694138,0.961578,0.000000,0.000000,-0.127000,0.112000
08:44:12.792 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,0.970000,3.730000,0.000000,100.000000,1,0,0.000000,-0.000248,0,0.005402,-0.121475,0.000000,2.694244,0.957184,0.000000,0.008000,-0.169000,-0.014000
08:44:12.892 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.020000,0.920000,3.360000,0.000000,101.000000,1,0,0.000000,-0.000248,0,0.000000,0.023773,0.000000,2.694763,0.954391,0.000000,-0.035000,0.031000,-0.035000
08:44:12.992 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.010000,0.870000,3.440000,0.000000,103.000000,1,0,0.000000,-0.000248,0,0.001968,0.070236,0.000000,2.694595,0.957001,0.000000,0.015000,0.068000,0.025000
08:44:13.092 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.010000,0.870000,3.560000,0.000000,101.000000,1,0,0.000000,-0.000248,0,0.000000,0.117920,0.000000,2.694748,0.961914,0.000000,0.029000,0.003000,0.005000
08:44:13.192 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.030000,0.880000,3.690000,0.000000,103.000000,1,0,0.000000,-0.000248,0,0.000000,0.154388,0.000000,2.694885,0.970566,0.000000,-0.003000,-0.004000,0.016000
08:44:13.292 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.020000,0.870000,3.620000,0.000000,100.000000,1,0,0.000000,-0.000248,0,0.000000,0.000000,0.000000,2.694885,0.970566,0.000000,0.001000,-0.005000,-0.010000
08:44:13.393 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.020000,0.880000,3.650000,0.000000,101.000000,1,0,0.000000,-0.000248,0,0.000000,0.000000,0.000000,2.694885,0.970566,0.000000,-0.002000,0.000000,-0.003000
08:44:13.494 PM 02/09/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.010000,0.890000,3.630000,0.000000,101.000000,1,0,0.000000,-0.000248,0,0.000000,0.000000,0.000000,2.694885,0.970566,0.000000,-0.001000,-0.001000,0.002000
