Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ
08:33:18.344 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.620000,1.110000,3.200000,0.000000,3134267.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,1.988205,0.810364,0.000000,0.001000,0.002000,0.001000
08:33:18.444 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.250000,1.110000,7.090000,0.000000,101.000000,0,0,0.000000,0.000000,0,-0.164841,0.534225,0.000000,1.985245,0.825272,0.000000,-0.070000,-0.467000,-0.278000
08:33:18.546 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.400000,1.340000,7.840000,0.000000,108.000000,0,0,0.000000,0.000000,0,-0.104553,1.019470,0.000000,1.980988,0.857727,0.000000,-0.447000,1.446000,1.213000
08:33:18.647 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.890000,1.020000,9.860000,0.000000,100.000000,0,0,0.000000,0.000000,0,-0.073471,1.572861,0.000000,1.977615,0.930420,0.000000,0.148000,0.138000,-0.044000
08:33:18.747 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.230000,1.170000,8.860000,0.000000,101.000000,0,0,0.000000,0.000000,0,-0.051208,1.726929,0.000000,1.975830,0.997757,0.000000,-0.051000,0.150000,-0.602000
08:33:18.847 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.830000,1.130000,8.570000,0.000000,101.000000,0,0,0.000000,0.000000,0,-0.111313,1.732742,0.000000,1.970657,1.101929,0.000000,-0.041000,0.002000,-0.255000
08:33:18.947 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-1.330000,1.170000,10.850000,0.000000,101.000000,0,0,0.000000,0.000000,0,-0.124802,1.671799,0.000000,1.966309,1.170105,0.000000,0.218000,-0.213000,-0.103000
08:33:19.048 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-1.230000,1.150000,15.080000,0.000000,104.000000,0,0,0.000000,0.000000,0,-0.043198,1.464813,0.000000,1.962082,1.262833,0.000000,-0.116000,-0.148000,-0.498000
08:33:19.150 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-1.610000,0.400000,28.690000,0.000000,105.000000,0,0,0.000000,0.000000,0,0.024979,1.038467,0.000000,1.960510,1.317413,0.000000,0.564000,0.292000,-1.482000
08:33:19.249 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-2.150000,1.470000,37.900000,0.000000,105.000000,0,0,0.000000,0.000000,0,0.087006,-0.143784,0.000000,1.962082,1.336548,0.000000,0.129000,-0.873000,0.771000
