Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefeneState
09:03:43.575 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.370000,0.770000,2.320000,0.000000,128461.000000,1,0,-0.002232,-0.000000,0,0.000000,0.000000,0.000000,0.005447,-0.006577,0.000000,0.001000,-0.001000,0.009000,FlatInitial
09:03:43.675 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,0.770000,2.350000,0.000000,101.000000,1,0,-0.002232,-0.000000,0,-0.000565,0.000000,0.000000,0.005432,-0.006577,0.000000,-0.023000,0.014000,-0.041000,FlatInitial
09:03:43.776 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,0.760000,2.290000,0.000000,103.000000,1,0,-0.002232,-0.000000,0,-0.008621,0.014160,0.000000,0.005051,-0.006607,0.000000,0.031000,0.016000,-0.010000,FlatInitial
09:03:43.877 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.100000,0.750000,2.290000,0.000000,101.000000,1,0,-0.002232,-0.000000,0,0.000000,0.000000,0.000000,0.005005,-0.006607,0.000000,0.003000,0.001000,0.000000,FlatInitial
09:03:43.978 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.020000,0.760000,2.350000,0.000000,102.000000,1,0,-0.002232,-0.000000,0,0.000000,0.000000,0.000000,0.005005,-0.006607,0.000000,0.000000,-0.002000,0.028000,FlatInitial
09:03:44.079 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.080000,0.760000,2.310000,0.000000,100.000000,1,0,-0.002232,-0.000000,0,0.000000,0.000000,0.000000,0.005005,-0.006607,0.000000,-0.007000,-0.007000,0.021000,FlatInitial
09:03:44.180 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.040000,0.770000,2.290000,0.000000,101.000000,1,0,-0.002232,-0.000000,0,0.000000,0.000000,0.000000,0.005005,-0.006607,0.000000,0.000000,0.003000,0.018000,FlatInitial
09:03:44.281 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.070000,0.760000,2.310000,0.000000,101.000000,1,0,-0.002232,-0.000000,0,0.000000,0.000000,0.000000,0.005005,-0.006607,0.000000,0.001000,-0.006000,0.015000,FlatInitial
09:03:44.382 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.060000,0.760000,2.280000,0.000000,101.000000,1,0,-0.003968,-0.000000,0,0.000000,0.000000,0.000000,0.005005,-0.006607,0.000000,0.003000,0.005000,0.003000,FlatInitial
09:03:44.482 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.060000,0.760000,2.310000,0.000000,102.000000,1,0,-0.003968,-0.000000,0,0.000000,0.000000,0.000000,0.005005,-0.006607,0.000000,0.002000,-0.001000,0.010000,FlatInitial
