Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ
08:41:05.404 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.810000,2.840000,0.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,2.565872,0.927032,0.000000,0.000000,-0.001000,0.001000
08:41:05.505 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,0.810000,2.840000,0.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,2.565872,0.927032,0.000000,0.002000,0.000000,-0.001000
08:41:05.605 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,0.810000,2.840000,0.000000,105.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,2.565872,0.927032,0.000000,-0.002000,0.000000,0.001000
08:41:05.706 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,0.810000,2.850000,0.000000,104.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,2.565872,0.927032,0.000000,0.000000,0.000000,0.003000
08:41:05.806 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.010000,0.820000,2.840000,0.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,2.565872,0.927032,0.000000,0.003000,0.000000,0.002000
08:41:05.905 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,0.820000,2.840000,0.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,2.565872,0.927032,0.000000,-0.002000,-0.004000,0.004000
08:41:06.005 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,0.810000,2.840000,0.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,2.565872,0.927032,0.000000,-0.001000,0.000000,0.003000
08:41:06.106 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.020000,0.810000,2.840000,0.000000,101.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,2.565872,0.927032,0.000000,-0.001000,0.000000,0.003000
08:41:06.207 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.100000,0.800000,5.570000,0.000000,100.000000,1,0,0.000000,0.000000,0,0.384888,0.339584,0.000000,2.582870,0.958618,0.000000,-0.070000,-1.179000,0.907000
08:41:06.309 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.380000,0.890000,4.760000,0.000000,101.000000,1,0,0.000000,0.000000,0,0.444580,0.044830,0.000000,2.599854,0.962234,0.000000,-0.190000,0.040000,0.455000
08:41:06.408 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.330000,1.110000,4.560000,0.000000,102.000000,1,0,0.000000,0.000000,0,0.457520,-0.002441,0.000000,2.621292,0.963684,0.000000,0.036000,-0.094000,-0.351000
08:41:06.509 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.290000,1.020000,4.120000,0.000000,103.000000,1,0,0.000000,0.000000,0,0.440033,-0.076218,0.000000,2.646866,0.960815,0.000000,0.015000,0.050000,-0.060000
08:41:06.608 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-0.350000,1.070000,4.090000,0.000000,102.000000,1,0,0.000000,0.000000,0,0.432129,0.016190,0.000000,2.668411,0.959885,0.000000,-0.021000,0.032000,0.177000
