Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ
08:58:11.643 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,-1.500000,0.970000,2.720000,0.000000,4627543.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,3.354904,1.499069,0.000000,-0.002000,-0.001000,0.001000
08:58:11.747 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.050000,0.910000,5.670000,0.000000,100.000000,1,0,0.000000,0.000000,0,-0.037430,0.457001,0.000000,3.354309,1.505692,0.000000,-0.157000,0.666000,0.384000
08:58:11.849 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,1.030000,0.750000,7.760000,0.000000,102.000000,0,0,0.000000,0.000000,0,0.126007,1.013153,0.000000,3.355789,1.546890,0.000000,0.013000,-0.207000,0.101000
08:58:11.951 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,1.570000,0.490000,8.510000,0.000000,101.000000,0,0,0.000000,0.000000,0,0.175629,1.510071,0.000000,3.364777,1.612320,0.000000,-0.031000,-0.148000,-0.017000
08:58:12.052 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.650000,0.740000,9.760000,0.000000,101.000000,0,0,0.000000,0.000000,0,0.225632,1.595551,0.000000,3.377731,1.705917,0.000000,-0.160000,-0.125000,0.232000
08:58:12.153 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.580000,0.680000,13.850000,0.000000,101.000000,0,0,0.000000,0.000000,0,0.207535,1.432068,0.000000,3.388992,1.780151,0.000000,0.123000,-0.244000,-0.022000
08:58:12.254 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.290000,0.000000,25.060000,0.000000,103.000000,0,0,0.000000,0.000000,0,0.300964,0.924911,0.000000,3.402649,1.835205,0.000000,-0.040000,-0.339000,-0.575000
08:58:12.355 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.210000,0.090000,38.470000,0.000000,102.000000,0,0,0.000000,0.000000,0,0.228195,0.688263,0.000000,3.414993,1.875778,0.000000,0.380000,-0.602000,0.976000
08:58:12.455 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,1.420000,-0.010000,38.920000,0.000000,102.000000,0,0,0.000000,0.000000,0,0.375839,0.442352,0.000000,3.433517,1.900024,0.000000,0.124000,-0.130000,-0.817000
08:58:12.555 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,3.500000,0.030000,33.320000,0.000000,101.000000,0,0,0.000000,0.000000,0,0.798218,0.284317,0.000000,3.463135,1.921005,0.000000,-0.144000,0.016000,-0.841000
