Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefeneState
07:51:12.329 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.340000,-0.860000,1.820000,3.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.042801,0.271301,0.000000,0.000000,0.000000,0.005000,FlatInitial
07:51:12.429 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.370000,-0.830000,1.720000,3.000000,104.000000,1,0,0.000000,0.000000,0,0.014267,0.086166,0.000000,0.042831,0.272217,0.000000,0.380000,0.627000,-0.486000,FlatInitial
07:51:12.529 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.410000,-0.700000,2.210000,3.000000,102.000000,1,0,0.000000,0.000000,0,0.100739,0.318207,0.000000,0.047852,0.285416,0.000000,0.026000,-0.020000,-0.141000,FlatInitial
07:51:12.629 PM 02/11/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.440000,-0.810000,2.320000,3.000000,101.000000,1,0,0.000000,0.000000,0,0.121826,0.200043,0.000000,0.052780,0.298370,0.000000,0.068000,0.001000,0.404000,FlatInitial
07:51:12.729 PM 02/11/2016,Autonomous Disabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.540000,-0.860000,1.970000,3.000000,101.000000,1,0,0.000000,0.000000,0,0.161697,0.215607,0.000000,0.064529,0.313889,0.000000,0.053000,0.030000,-0.108000,FlatInitial
07:51:12.830 PM 02/11/2016,Autonomous Disabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.500000,-0.610000,2.210000,3.000000,102.000000,1,0,0.000000,0.000000,0,0.004959,0.219208,0.000000,0.066254,0.320358,0.000000,0.011000,0.082000,-0.015000,FlatInitial
07:51:12.930 PM 02/11/2016,Autonomous Disabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.500000,-0.840000,2.020000,3.000000,102.000000,1,0,0.000000,0.000000,0,-0.002121,0.238037,0.000000,0.066513,0.332352,0.000000,-0.010000,-0.015000,-0.039000,FlatInitial
07:51:13.030 PM 02/11/2016,Autonomous Disabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.490000,-0.770000,2.070000,3.000000,102.000000,1,0,0.000000,0.000000,0,-0.019730,0.195572,0.000000,0.065872,0.343124,0.000000,0.009000,-0.006000,0.053000,FlatInitial
07:51:13.130 PM 02/11/2016,Autonomous Disabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.490000,-0.810000,1.870000,3.000000,102.000000,1,0,0.000000,0.000000,0,0.000000,0.177261,0.000000,0.065674,0.352448,0.000000,0.000000,0.005000,-0.025000,FlatInitial
07:51:13.231 PM 02/11/2016,Autonomous Disabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.520000,-0.810000,1.940000,3.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,0.180130,0.000000,0.065674,0.361298,0.000000,0.010000,-0.011000,0.016000,FlatInitial
07:51:13.331 PM 02/11/2016,Autonomous Disabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,1.510000,-0.820000,1.790000,3.000000,103.000000,1,0,0.000000,0.000000,0,0.000000,-0.003479,0.000000,0.065674,0.363068,0.000000,0.005000,-0.002000,-0.003000,FlatInitial
