Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ
08:36:21.957 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-0.750000,1.330000,4.820000,3.000000,101.000000,1,0,0.000000,0.000000,0,0.028214,0.177750,0.000000,2.088455,0.857773,0.000000,-0.002000,0.000000,0.000000
08:36:22.057 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-1.930000,0.710000,6.630000,3.000000,103.000000,0,0,0.000000,0.000000,0,-0.026016,0.433548,0.000000,2.089859,0.870468,0.000000,0.529000,-0.040000,-0.240000
08:36:22.157 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-6.020000,1.840000,7.200000,3.000000,102.000000,0,0,0.000000,0.000000,0,0.036865,0.791656,0.000000,2.092606,0.907486,0.000000,-0.595000,0.054000,-0.034000
08:36:22.258 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-12.510000,1.700000,7.690000,3.000000,105.000000,0,0,0.000000,0.000000,0,-0.129379,0.834991,0.000000,2.088455,0.940094,0.000000,0.331000,0.237000,-0.358000
08:36:22.358 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-23.810000,2.660000,6.840000,3.000000,102.000000,0,0,0.000000,0.000000,0,-0.081375,0.863800,0.000000,2.087219,0.993256,0.000000,-0.402000,-0.057000,0.003000
08:36:22.458 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-33.410000,2.820000,7.320000,3.000000,102.000000,0,0,0.000000,0.000000,0,-0.398178,0.754196,0.000000,2.072968,1.032928,0.000000,-0.267000,-0.225000,0.573000
08:36:22.559 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-38.440000,1.030000,11.340000,3.000000,102.000000,0,0,0.000000,0.000000,0,-0.745041,0.519363,0.000000,2.042221,1.063950,0.000000,-0.264000,-0.871000,-0.348000
08:36:22.659 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-40.090000,1.860000,13.650000,3.000000,100.000000,0,0,0.000000,0.000000,0,-0.868378,0.508179,0.000000,1.998688,1.085373,0.000000,0.019000,0.051000,0.088000
08:36:22.758 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-37.160000,1.790000,20.590000,3.000000,103.000000,0,0,0.000000,0.000000,0,-0.761108,0.202026,0.000000,1.956909,1.103531,0.000000,0.133000,-0.092000,-1.019000
08:36:22.859 PM 02/09/2016,Autonomous Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470007<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470007      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,-35.230000,2.520000,26.460000,3.000000,102.000000,0,0,0.000000,0.000000,0,-0.632278,0.022339,0.000000,1.924683,1.110001,0.000000,-0.349000,-0.284000,-0.166000
