Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,NavXYaw,NavXRoll,NavXPitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput,IsHaloDrive,NavXVelocityX,NavXVelocityY,NavXVelocityZ,NavXDisplacementX,NavXDisplacementY,NavXDisplacementZ,NavXAccelerationX,NavXAccelerationY,NavXAccelerationZ,AutoDefeneState
08:58:20.404 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.540000,0.920000,2.600000,0.000000,0.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.000000,0.000000,0.011000,FlatInitial
08:58:20.505 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.920000,2.600000,0.000000,140868.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,-0.002000,-0.001000,0.010000,FlatInitial
08:58:20.606 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.920000,2.600000,0.000000,100.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.000000,0.000000,0.007000,FlatInitial
08:58:20.707 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.910000,2.600000,0.000000,102.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.000000,0.000000,0.011000,FlatInitial
08:58:20.807 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.910000,2.600000,0.000000,102.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.000000,0.000000,0.008000,FlatInitial
08:58:20.908 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.910000,2.600000,0.000000,101.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,-0.002000,0.000000,0.010000,FlatInitial
08:58:21.010 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.910000,2.590000,0.000000,100.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,-0.001000,-0.001000,0.009000,FlatInitial
08:58:21.110 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.910000,2.590000,0.000000,101.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.002000,0.000000,0.010000,FlatInitial
08:58:21.211 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.910000,2.590000,0.000000,102.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,-0.002000,0.000000,0.005000,FlatInitial
08:58:21.312 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.910000,2.590000,0.000000,106.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,-0.004000,-0.003000,0.003000,FlatInitial
08:58:21.411 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.910000,2.590000,0.000000,101.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.000000,-0.001000,0.011000,FlatInitial
08:58:21.512 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.920000,2.590000,0.000000,101.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.001000,0.000000,0.011000,FlatInitial
08:58:21.612 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.920000,2.590000,0.000000,101.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.000000,0.000000,0.009000,FlatInitial
08:58:21.712 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.920000,2.590000,0.000000,104.000000,1,0,0.000062,0.010478,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.000000,-0.003000,0.008000,FlatInitial
08:58:21.813 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.920000,2.590000,0.000000,104.000000,1,0,-0.010478,0.008928,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.001000,0.000000,0.012000,FlatInitial
08:58:21.914 PM 02/10/2016,Teleop Enabled,0,TRUE,-44087,NetComm_CAN_Receive.vi:5470006<APPEND>  <b>Complete call chain:</b>      NetComm_CAN_Receive.vi:5470006      WPI_CANTalonSRX_Receive.vi      WPI_MotorControlOpenCANTalonSRX.vi      Begin.vi      Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.910000,2.590000,0.000000,101.000000,1,0,-0.027342,0.008928,0,0.000000,0.000000,0.000000,0.002579,-0.007156,0.000000,0.000000,-0.002000,0.009000,FlatInitial
